,frame,RBD_CA0:ROF,RBD_CA0:DNS,RBD_CA0:RMSD,RBD__2__CH_CA0,CH_CA0:ROF,CH_CA0:DNS,CH_CA0:RMSD,RBD__2__GLY10,GLY10:ROF,GLY10:DNS,GLY10:RMSD,RBD__2__GLY11,GLY11:ROF,GLY11:DNS,GLY11:RMSD,RBD__2__GLY12,GLY12:ROF,GLY12:DNS,GLY12:RMSD,RBD__2__GLY13,GLY13:ROF,GLY13:DNS,GLY13:RMSD,RBD__2__GLY14,GLY14:ROF,GLY14:DNS,GLY14:RMSD,RBD__2__GLY27,GLY27:ROF,GLY27:DNS,GLY27:RMSD,RBD__2__GLY30,GLY30:ROF,GLY30:DNS,GLY30:RMSD,RBD__2__GLY36,GLY36:ROF,GLY36:DNS,GLY36:RMSD,RBD__2__GLY4,GLY4:ROF,GLY4:DNS,GLY4:RMSD,RBD__2__GLY42,GLY42:ROF,GLY42:DNS,GLY42:RMSD,RBD__2__GLY43,GLY43:ROF,GLY43:DNS,GLY43:RMSD,RBD__2__GLY44,GLY44:ROF,GLY44:DNS,GLY44:RMSD,RBD__2__GLY56,GLY56:ROF,GLY56:DNS,GLY56:RMSD,RBD__2__GLY58,GLY58:ROF,GLY58:DNS,GLY58:RMSD,RBD__2__backbone0,backbone0:ROF,backbone0:DNS,backbone0:RMSD
461,frame_461,2.136351265951054,0.8390537,0.17690891,8.98242049179721,2.434865211860663,0.29638216,0.11915889,3.162480156936434,2.145972712653057,0.50268406,0.19577582,2.210949688800801,2.914223121703439,0.45189184,0.38284588,3.407051814717609,4.4440547484511415,0.42335618,0.78462356,3.5632983878232305,1.9941730642342304,0.2282008,0.43616852,4.226505599113125,3.256432254734704,0.2282008,0.5532143,3.471445708434357,5.783874351453161,0.6487677,0.5779796,2.2312353124350883,3.9157575567379874,0.4320633,0.3082524,3.3447475216525655,1.6650405688992171,0.42335618,0.5300038,2.7609513050924406,3.67005906354569,0.7162667,0.60712725,1.9298356837818127,2.300362256163927,0.42335618,0.3383239,3.5120026748000246,3.130334722199944,0.45189184,0.703458,3.129363027404167,4.022971417735872,0.42335618,0.51746535,3.287466923530048,5.37317242639607,0.47970906,1.4968206,3.4779595332728723,3.144228785877526,0.42335618,1.5417553,4.625632811966647,4.915825660421501,63.37425,0.26385674
462,frame_462,2.1440851503961142,0.8385577,0.16603203,9.01562145388409,2.423280727232474,0.29620698,0.124814175,3.10803040823178,2.102095273027374,0.5023869,0.24998856,2.1850278871773656,2.877365726902272,0.45162475,0.39923647,3.4514734364774453,4.369650426392394,0.42310596,0.78422284,3.575746380913785,1.9548280529894349,0.22806591,0.43548396,4.186388535839326,3.2274395618749545,0.22806591,0.5255821,3.4405878783954877,5.795071079514168,0.6483843,0.55453146,2.2016722097654124,3.895798616960874,0.43180797,0.27551496,3.3940866199670854,1.600660279577779,0.42310596,0.49739465,2.8006827100640064,3.586456406816521,0.7158433,0.61148876,2.042769340038966,2.28102690490924,0.42310596,0.34580904,3.4179904503789316,3.114504518726579,0.45162475,0.6877405,3.140473290613444,4.0452934002416185,0.42310596,0.5190523,3.2189735445247893,5.24529144869664,0.4794255,1.5732315,3.5045395364645886,3.07680285664252,0.42310596,1.5868363,4.6564298399182045,4.916699336791558,63.33679,0.26137102
463,frame_463,2.1305211364007643,0.8384383,0.1644775,9.016513260006771,2.4219741807913437,0.29616475,0.12461773,3.138112340675138,2.168335223976856,0.50231534,0.2512304,2.2031217586020095,2.9362664482844667,0.45156038,0.43707803,3.434745228674728,4.428885966315247,0.42304564,0.820106,3.5599193784195164,1.9707562171848845,0.2280334,0.41690546,4.214453808217709,3.2506197562856505,0.2280334,0.45352256,3.488399355830975,5.830196274939944,0.6482918,0.5691033,2.209615578666914,3.932538577294758,0.4317464,0.35238382,3.3637239758698723,1.7065709055372529,0.42304564,0.48150018,2.7968299707486897,3.605208225220238,0.7157413,0.6051402,1.9851640804538269,2.2924067855709898,0.42304564,0.30357745,3.5273950660257976,3.118763505328787,0.45156038,0.68214935,3.148697766791119,4.073951811928708,0.42304564,0.54872453,3.234222649516442,5.338371096573983,0.47935715,1.5805484,3.572284238310489,3.167782631520938,0.42304564,1.7605933,4.665403029243136,4.9163895962773205,63.32776,0.26535267
464,frame_464,2.136470935119636,0.8381822,0.19532727,8.99603901553036,2.41513470111067,0.2960743,0.11940752,3.1621957307118187,2.15670671289492,0.5021619,0.25277692,2.192819941044907,2.8790631010327377,0.4514225,0.4130792,3.4016344537322825,4.418307887517529,0.42291647,0.77191097,3.6405066603435166,1.967352972515473,0.22796376,0.36771414,4.274173912792081,3.3131673172450555,0.22796376,0.43750983,3.5286109996408332,5.779117005840253,0.6480939,0.5372246,2.2335578592494536,3.9156112086858994,0.43161458,0.31992134,3.366777514453459,1.7435640665791092,0.42291647,0.5295707,2.7670063516290386,3.655882111963967,0.7155227,0.6607717,1.9230893065928483,2.2617784966597085,0.42291647,0.3345162,3.4914888721055064,3.081035899584184,0.4514225,0.7183391,3.180205469211089,4.098751575566228,0.42291647,0.5177808,3.1660138095575303,5.3322327781311065,0.4792108,1.491071,3.619934399518197,3.2415660110825315,0.42291647,1.8335457,4.658557611315877,4.914809329450362,63.308422,0.2732012
465,frame_465,2.1311594349198977,0.83977383,0.19628876,9.049673934250483,2.424942408326903,0.29663652,0.11694884,3.1313401029971817,2.1340900138712438,0.5031155,0.25272536,2.1704895027517375,2.9007630008575074,0.45227972,0.39698493,3.548121077367927,4.380058382017533,0.42371956,0.77359927,3.5956238667390084,2.0251719713428176,0.22839664,0.39681944,4.2677614944245255,3.327526469587942,0.22839664,0.47674853,3.5555422051840004,5.800279640239222,0.64932454,0.5681073,2.2297599341294188,3.9355734909927977,0.43243414,0.33048618,3.281849679773394,1.7625870414488023,0.42371956,0.50270534,2.7688509429754986,3.573079569803597,0.71688145,0.616339,1.90292610745665,2.275779679399676,0.42371956,0.3311074,3.4436665106986077,3.114726113229051,0.45227972,0.6863904,3.1989083547791455,4.096445952557473,0.42371956,0.5274566,3.3423002020837,5.300646536422108,0.48012078,1.49512,3.589128270193704,3.209769068392647,0.42371956,1.855134,4.695302041471663,4.9133758033993225,63.428642,0.27409783
466,frame_466,2.119687855774268,0.8393811,0.22073989,9.039557420512748,2.438158086617123,0.29649782,0.109594844,3.206858449198926,2.151082868968956,0.5028802,0.21085308,2.1842267921692327,2.9110557553274803,0.4520682,0.41484848,3.5172282727952675,4.43401093860231,0.42352143,0.7702111,3.676173499821705,2.003252130125249,0.22828984,0.4354048,4.28443736347301,3.2916461424614964,0.22828984,0.53938544,3.543208578330234,5.801042236211193,0.6490209,0.5356989,2.2663010819739955,3.9576860344559166,0.43223193,0.34733835,3.2974555761203677,1.6911965009139462,0.42352143,0.5098315,2.7865681787680012,3.5685615861955258,0.71654624,0.5244579,1.9612892360192118,2.266376425833861,0.42352143,0.3583077,3.460195576206503,3.1445398004782863,0.4520682,0.8309654,3.2013922950667895,4.12655077813075,0.42352143,0.5275607,3.257760555294789,5.249208621563237,0.47989628,1.5249901,3.555920387889703,3.155719126538321,0.42352143,1.7072753,4.6724275513818245,4.9235089288864495,63.39898,0.27000514
467,frame_467,2.117890613167212,0.83863413,0.25294033,9.035033605915345,2.447001935941399,0.29623398,0.108284935,3.212353990910708,2.120676858294531,0.5024327,0.19569136,2.15798618623889,2.9555635955440627,0.45166594,0.41286093,3.4665348848541377,4.428492034582783,0.42314452,0.76885283,3.664192482814931,1.96812042014608,0.2280867,0.41296244,4.2601010797580665,3.2336508059132787,0.2280867,0.46834543,3.6143414251451342,5.84142818979288,0.64844334,0.5704976,2.220639836349584,3.963709495332157,0.4318473,0.33700776,3.2674173541453393,1.704533009659337,0.42314452,0.501352,2.752702914222215,3.5942918912555117,0.7159086,0.5557448,1.977814286018795,2.294573954729353,0.42314452,0.2746027,3.3633336245446634,3.1919503707064867,0.45166594,0.77143085,3.193827836418913,4.104655431150953,0.42314452,0.5169166,3.2052169304824245,5.294304167406927,0.47946918,1.4928087,3.6497795385512752,3.233534198239344,0.42314452,1.6372012,4.682357978316809,4.922967374677878,63.342556,0.27478105
468,frame_468,2.1215242668586995,0.8389362,0.19288054,9.034478504904534,2.4307909782847723,0.29634067,0.11593373,3.1884132861908006,2.1168946832973363,0.50261366,0.17600355,2.11485533856962,2.912149689025706,0.4518286,0.37331182,3.374065719114031,4.440334900783339,0.42329693,0.77800494,3.5975813256887568,1.9843369668034132,0.22816885,0.39915863,4.291967351164901,3.294956342582772,0.22816885,0.41053313,3.5329653399793166,5.852505366872232,0.64867693,0.5119052,2.1930510200832085,3.9498234630740825,0.43200284,0.32254684,3.37849167714099,1.7428876065369527,0.42329693,0.4786392,2.7631986560218307,3.599503205796731,0.71616644,0.5405554,1.9701626513613466,2.1851065672824,0.42329693,0.31085014,3.244423376398905,3.1828271300058155,0.4518286,0.7720617,3.1757214626088497,4.116396108062061,0.42329693,0.5540351,3.166589880094887,5.29697196481393,0.47964188,1.4288753,3.6837892935261216,3.294256741741132,0.42329693,1.5313586,4.68261412941771,4.922846960163566,63.365376,0.27515146
469,frame_469,2.1370272475599155,0.83955264,0.21343689,9.073455452333421,2.4379406593035293,0.29655838,0.12353343,3.1268109040247007,2.0923524432526,0.502983,0.19648896,2.1310629676355357,2.907530513475466,0.45216057,0.37751436,3.4846027423074557,4.440232882680245,0.42360792,0.7418482,3.631842598386343,1.987139398940444,0.22833648,0.3951466,4.2914895330262235,3.3532501315302894,0.22833648,0.4707296,3.527894411693782,5.818050200118788,0.6491535,0.51898664,2.187564263140755,3.949830326208384,0.43232027,0.3134408,3.3806990435372555,1.7223111660398505,0.42360792,0.51236206,2.778705909991121,3.5820584150897647,0.7166926,0.5090614,1.934336335885817,2.231509383218759,0.42360792,0.3645894,3.315168626855097,3.155656055292849,0.45216057,0.89577067,3.1816022091855527,4.120519972356222,0.42360792,0.53553534,3.283104562392028,5.263275200293476,0.4799943,1.4479879,3.756495830589799,3.2642707393976647,0.42360792,1.8344505,4.712833345816959,4.91468486503468,63.411934,0.27303168
470,frame_470,2.1313227258239547,0.839374,0.20968641,8.93479739106248,2.4348604597011434,0.29649526,0.10635852,3.191862705307693,2.1007610502175686,0.5028759,0.18239686,2.18806735379768,2.9290396871043707,0.4520643,0.39391962,3.473544541271256,4.44303867197196,0.42351776,0.7511669,3.6057402431139054,1.9950649671466287,0.22828789,0.38620478,4.257920368187907,3.3166134467399773,0.22828789,0.5246317,3.4692818895324913,5.844867402997526,0.6490153,0.52648234,2.2183255860809385,3.955347607064238,0.4322282,0.30489323,3.352934208882795,1.7512449444462828,0.42351776,0.52711403,2.733461445822625,3.6051196950235695,0.7165401,0.5471345,1.9016103327483551,2.313431441872268,0.42351776,0.38888675,3.4402026375177304,3.17561872859688,0.4520643,0.8391905,3.166385438337897,4.099320003188878,0.42351776,0.5410572,3.247595038677038,5.271062950905561,0.4798921,1.4526771,3.7883925717173237,3.228623132133069,0.42351776,1.8251909,4.630127866735689,4.908630727988148,63.398434,0.2680606
471,frame_471,2.1076323163734174,0.8396723,0.22426906,9.002566646353447,2.440401038864865,0.29660067,0.10378129,3.14392004313724,2.07778935426481,0.5030547,0.2752001,2.1966346077094605,2.9553190180132765,0.45222506,0.3830553,3.5181372122131576,4.498705835478052,0.42366835,0.7711337,3.6495970475252815,1.972742770679851,0.22836904,0.40202662,4.197197682715954,3.253160737893216,0.22836904,0.50041485,3.5099480504559706,5.826004863234185,0.64924604,0.53098625,2.2183958204666174,3.974510501815865,0.43238187,0.29094708,3.402378425930256,1.7141776062170595,0.42366835,0.50894856,2.649798246413188,3.6125146937166193,0.7167948,0.5591658,1.9175101674222557,2.311797254820884,0.42366835,0.351761,3.3657390507777447,3.1802386490962657,0.45222506,0.7972837,3.240709081368533,4.114422424485807,0.42366835,0.5238513,3.2307473916494893,5.342956277825339,0.48006275,1.4323958,3.7844426691822304,3.228271038485527,0.42366835,1.8710562,4.668141052133098,4.914917411370554,63.42097,0.2575975
472,frame_472,2.1256874055611803,0.8389842,0.24414493,9.014471517556553,2.4301533031184857,0.29635763,0.12347078,3.118429724968527,2.1733408152077365,0.50264245,0.28115392,2.1881725269834726,2.923565713538563,0.45185444,0.38492757,3.4649685274027022,4.463431804407368,0.42332113,0.7680685,3.610995177317113,1.98717302133494,0.22818191,0.42098388,4.195332351338752,3.28087384672453,0.22818191,0.45257476,3.482201117592979,5.841280577712798,0.648714,0.5416096,2.1941683609843374,3.9509857969095696,0.43202755,0.30504364,3.3865774748981052,1.7000362035031302,0.42332113,0.5117232,2.6704854063256254,3.590124254225675,0.71620744,0.47844338,1.9268199500806245,2.2890928890535056,0.42332113,0.3843748,3.3402269555572786,3.145867786050697,0.45185444,0.71218127,3.169229386120578,4.110927446643769,0.42332113,0.5360366,3.201436061610675,5.323458317485918,0.47966936,1.4413158,3.8137482206505244,3.3487182530638693,0.42332113,1.9908485,4.650441838394145,4.91140653957243,63.369003,0.26318035
473,frame_473,2.1333070602403907,0.8395552,0.23720437,8.96737617044347,2.4418807568698475,0.2965593,0.112951614,3.1201561586317683,2.1764391364491,0.5029845,0.2827414,2.2277335961537097,2.927844545990888,0.45216194,0.35886514,3.5581660442137313,4.479615774335541,0.4236092,0.75405604,3.6365731898038858,2.005679251848384,0.22833718,0.4019641,4.313186710342106,3.3004973429476743,0.22833718,0.4756206,3.5577336371571238,5.821608988704279,0.6491555,0.5848838,2.2247634870114004,3.952040901991616,0.43232155,0.32215667,3.402665312795348,1.752342016537694,0.4236092,0.501803,2.660332123144007,3.58122203707003,0.71669483,0.4848023,1.996596330713696,2.259262293000192,0.4236092,0.41299334,3.2349294115657705,3.125870452651009,0.45216194,0.8109988,3.188395417396796,4.122677166372288,0.4236092,0.48642772,3.257400760742736,5.2298417007734175,0.4799958,1.4075922,3.702421085758447,3.30562524093754,0.4236092,1.7033095,4.635760412562763,4.909718276016059,63.41213,0.25698572
474,frame_474,2.1350337073910315,0.8389182,0.24639696,9.029655223823234,2.4241626197540525,0.2963343,0.112932585,3.057828914217641,2.1474688262600843,0.5026029,0.2784465,2.1955752900232177,2.921241709888564,0.45181885,0.3548458,3.5012672220546706,4.46127618883526,0.42328778,0.7499146,3.58880193210869,1.993752438858344,0.22816393,0.4100536,4.274623694664365,3.280501187148404,0.22816393,0.52589756,3.5216345543710896,5.796312552398692,0.6486629,0.55105615,2.1827784986560244,3.9195318688637935,0.43199354,0.32090956,3.40348199798269,1.732344770966837,0.42328778,0.5217901,2.731995515143374,3.540808319908116,0.716151,0.54559875,1.9489624590798182,2.312494754463123,0.42328778,0.39328006,3.266737459347979,3.143372976965176,0.45181885,0.8104018,3.134334952046969,4.046763666749791,0.42328778,0.49832177,3.2841867454403237,5.229738079618517,0.47963154,1.3839176,3.833754418980686,3.216881159944568,0.42328778,1.5835468,4.66876884687316,4.913621942151121,63.364014,0.25865573
475,frame_475,2.1400270439617004,0.8384648,0.2589296,9.008858513786173,2.4427860805577057,0.2961741,0.103291415,3.071477976963762,2.129568258686548,0.5023312,0.2950684,2.1817516306431273,2.960878700364902,0.45157468,0.35648602,3.592377731563281,4.470672204680236,0.42305905,0.733533,3.6563673989363004,1.9866496388829424,0.22804062,0.40256834,4.311021437070589,3.266677208939157,0.22804062,0.51604676,3.538001362842806,5.756696273511332,0.64831233,0.54903704,2.2140795807420384,3.9338865188591794,0.43176007,0.2858939,3.405838980672502,1.680480488087913,0.42305905,0.50734615,2.6740780888104227,3.611228560326869,0.715764,0.50999135,1.9727556203763092,2.306288744825848,0.42305905,0.4228387,3.3118429545468038,3.183992494399175,0.45157468,0.8327153,3.1936635223203336,4.055264641364073,0.42305905,0.48500147,3.40964248420507,5.226303565523523,0.47937232,1.4018962,3.842950893753763,3.324218840548629,0.42305905,1.7666898,4.664499706374464,4.907987314288941,63.32976,0.26300436
476,frame_476,2.138364283768716,0.83842313,0.22472624,8.985300140282826,2.440540196301935,0.29615942,0.11397067,3.1199432045872695,2.161390331454849,0.5023063,0.2530585,2.1867290194472098,2.958334983416432,0.45155227,0.36836463,3.5233665277673563,4.500170264069444,0.423038,0.7465926,3.641413976350157,1.9944127626743435,0.2280293,0.35386702,4.216527482301935,3.2750996163835184,0.2280293,0.44818875,3.5079759605960303,5.760475971900972,0.64828014,0.53684825,2.1825506002634585,3.952448976013475,0.43173864,0.2936452,3.393792075888137,1.75311822206756,0.423038,0.50167984,2.6478357858090535,3.5306157004744745,0.71572846,0.5207118,1.9906639600624685,2.3207164029947243,0.423038,0.37812924,3.363867535502727,3.180755025458504,0.45155227,0.7767522,3.1291566400520097,4.0914395116648965,0.423038,0.47535068,3.404049091973257,5.260418707758497,0.47934854,1.4320625,3.66953299316003,3.362595616544613,0.423038,1.5835727,4.648592699062463,4.9069149444359725,63.326622,0.26203442
477,frame_477,2.145959434239121,0.83908427,0.21742725,9.049377766201834,2.4243137821082503,0.29639298,0.11861658,3.0779532102598863,2.1466544455334544,0.5027024,0.15418352,2.2114541145160973,2.918368126852573,0.45190832,0.37911832,3.5645427342756713,4.497778674075139,0.4233716,0.76862854,3.6408787474485944,2.0435678954361687,0.22820911,0.3614103,4.236866548054813,3.3410449926536843,0.22820911,0.47657982,3.5550833285648378,5.766340239930091,0.6487914,0.5347492,2.2024014709642037,3.960344298450416,0.4320791,0.26111647,3.394114354619656,1.6353203549272508,0.4233716,0.48843747,2.695070599385946,3.608007019314913,0.71629286,0.5204408,1.9778637791347615,2.300288954366713,0.4233716,0.35926884,3.3588229772680913,3.164574397371542,0.45190832,0.74166524,3.157804479122126,4.128431082444707,0.4233716,0.47379446,3.3067686483322145,5.26750372416737,0.47972658,1.4582708,3.6258791443660705,3.335275764405993,0.4233716,1.5586472,4.6836350322180555,4.909947919720712,63.37656,0.26460138
478,frame_478,2.145055555799765,0.83872473,0.20872699,9.010418632294424,2.45093317211176,0.29626596,0.12069288,3.086595828881915,2.1127982616688863,0.50248694,0.20851229,2.1878784625043037,2.940859693855091,0.45171466,0.39845532,3.5459451492857306,4.467529878575124,0.4231902,0.74932015,3.596522084973794,2.0290287165681757,0.22811131,0.34799352,4.190029575862644,3.324427381420724,0.22811131,0.46953365,3.5383304016357378,5.747624409551913,0.6485134,0.54924476,2.189852620848057,3.946894958470526,0.43189391,0.29491228,3.3457951845731633,1.69020433330055,0.4231902,0.51127833,2.6410959118550927,3.6998221298323015,0.7159859,0.49397594,1.9905449631419534,2.2905625479877028,0.4231902,0.33860224,3.4378243812412284,3.1453224385935608,0.45171466,0.7177876,3.103269174335577,4.1111946153143215,0.4231902,0.47245604,3.3610973422026134,5.3028457730039085,0.47952095,1.4168949,3.6279764048666876,3.3973777434055417,0.4231902,1.4954118,4.640173627435158,4.90498911400758,63.3494,0.26755926
479,frame_479,2.139499384241491,0.8393139,0.2127529,8.997101545610874,2.442165852754344,0.2964741,0.113099925,3.1648947177624405,2.134435681485928,0.50284,0.25590658,2.1466788586137113,2.8999816393500435,0.45203203,0.38921988,3.469391964623543,4.466768801275252,0.4234875,0.74484515,3.597796920567319,2.019230134438249,0.22827156,0.30505258,4.201419664207006,3.3504019741400914,0.22827156,0.3743369,3.5104326603640175,5.722045546213274,0.64896894,0.56419086,2.187227673960676,3.9344281926818288,0.43219733,0.26019686,3.572901501406305,1.6800095428534767,0.4234875,0.517413,2.6674741354308527,3.5691876573054486,0.71648884,0.51245695,1.944446497442108,2.29026870942539,0.4234875,0.401212,3.384953189773354,3.097985815938292,0.45203203,0.72695506,3.076117457426326,4.105156838194827,0.4234875,0.41563675,3.2793914031086473,5.217915528045637,0.47985786,1.4052905,3.7274133371226355,3.331900534799419,0.4234875,1.478776,4.651561672017233,4.895696037641527,63.393906,0.26632792
480,frame_480,2.1389941389182305,0.838358,0.19553237,8.991571775968533,2.443119570677452,0.2961364,0.099992946,3.112495767573857,2.153094023897874,0.5022673,0.23433837,2.208035122546143,2.927986394928673,0.45151716,0.36673686,3.506392873036256,4.47093478727935,0.42300516,0.75598603,3.5751341426275554,2.059673782476313,0.22801158,0.31840244,4.196846816559589,3.451365436700978,0.22801158,0.43143445,3.4964508294135346,5.769407894792633,0.6482298,0.5564659,2.19351165229533,3.952030330872972,0.4317051,0.23638344,3.613194098020134,1.6315050161835662,0.42300516,0.4941777,2.757584934048284,3.525140199761502,0.7156728,0.497018,1.9784739714361748,2.3435922758755354,0.42300516,0.42128593,3.5010779962018743,3.104438509523402,0.45151716,0.725224,3.1050719056826948,4.0926698286103385,0.42300516,0.4388581,3.380720422783732,5.165616407053628,0.47931132,1.3974131,3.5752234601748887,3.251959710558389,0.42300516,1.3395454,4.642307737368152,4.901749761433955,63.321697,0.26380408
481,frame_481,2.1425021781051186,0.8380818,0.23096478,9.016598409963722,2.434638690445679,0.2960388,0.11437349,3.101614372086957,2.144953786993173,0.5021017,0.19415674,2.2399191353864234,2.9384514184761223,0.45136842,0.35415307,3.539094812307591,4.461849956423468,0.42286575,0.77327573,3.5409614685256754,2.027591070667195,0.22793645,0.3387843,4.158476804400178,3.356347208979388,0.22793645,0.4259404,3.420151460970774,5.763033001611243,0.6480162,0.53818846,2.2082394755806996,3.931090573847829,0.4315628,0.24738213,3.7143236138317226,1.6389217386695591,0.42286575,0.50566214,2.714676469090445,3.60940919266322,0.715437,0.5059184,1.934194809227809,2.369245299883194,0.42286575,0.422447,3.5759607029651557,3.0798481459063,0.45136842,0.6790973,3.112493005385946,4.0981256996103,0.42286575,0.43711618,3.347032091786946,5.1931620833997645,0.47915336,1.3660499,3.5788604440042016,3.26578477988799,0.42286575,1.2721236,4.6417336615249,4.898921310203254,63.300835,0.2684834
482,frame_482,2.132534066052098,0.8387437,0.2848162,9.057142346807023,2.4370701122499816,0.29627267,0.11414778,3.1567903766466596,2.0987385273793886,0.5024983,0.22916435,2.209843964562427,2.915104523996958,0.4517249,0.32678556,3.565731777984009,4.424003755901995,0.42319974,0.7320525,3.5374293239780865,2.087270205991932,0.22811647,0.29915676,4.177599448627373,3.402525550517836,0.22811647,0.37292624,3.479803767388484,5.755952046737498,0.648528,0.46889085,2.2469411757888347,3.9398032442392,0.4319037,0.24870045,3.610582004141263,1.5825612760050276,0.42319974,0.4886846,2.7313193462611065,3.6063878098005295,0.71600205,0.42781314,1.972453719719789,2.3764782120042764,0.42319974,0.39261505,3.6583672336545647,3.062020463329725,0.4517249,0.67277646,3.164722141477183,4.121534575257038,0.42319974,0.46195927,3.436513450479463,5.139903129146116,0.4795318,1.377934,3.6632950800428783,3.1937865817854623,0.42319974,1.1574285,4.68378220869383,4.909139942828387,63.35083,0.27274328
483,frame_483,2.1400608698017827,0.83869857,0.25506708,9.053225755951797,2.420545538074633,0.29625672,0.130201,3.156460488649951,2.0971070293340373,0.5024713,0.25552493,2.2153883297628525,2.9280933860902705,0.45170063,0.34546554,3.561641903823326,4.443721024436214,0.42317703,0.7361763,3.6290831056236033,2.0379519490660867,0.22810422,0.26638892,4.144875782314487,3.473791603433701,0.22810422,0.2632081,3.491852087158454,5.752227667759869,0.6484931,0.52808774,2.2338840322413556,3.934637371320864,0.43188047,0.23637718,3.6465483479304712,1.60509363366779,0.42317703,0.5023835,2.6924240303532363,3.598293925392936,0.71596354,0.5359001,1.9183537574769214,2.346748100312224,0.42317703,0.4080433,3.672521099885244,3.0528962700371505,0.45170063,0.74584854,3.1501203691273383,4.097885845432371,0.42317703,0.41252664,3.4041681493026097,5.161481256266056,0.47950602,1.338907,3.546264826985516,3.1517916757287177,0.42317703,1.2768192,4.6928447246109135,4.903434151378536,63.347427,0.27537012
484,frame_484,2.1396418456466115,0.8390929,0.26843268,9.04306420297159,2.44031322535401,0.296396,0.11578904,3.119647163697901,2.105667818259715,0.50270754,0.23974693,2.2293490791282795,2.9709708961293693,0.45191297,0.34866986,3.6223917647091906,4.48596991843186,0.42337596,0.7344685,3.698259763648625,2.023756632177752,0.22821145,0.3021933,4.15941382654769,3.5784892330184683,0.22821145,0.39099246,3.5125365252613423,5.772245112485172,0.648798,0.5249026,2.2315114284725968,3.959348492988576,0.43208352,0.26067412,3.5946740919077262,1.5929074328845354,0.42337596,0.46160322,2.648902942968912,3.683780481058285,0.7163002,0.5455241,1.8850577013943792,2.3625489818639567,0.42337596,0.42673704,3.625453792926848,3.08887455708278,0.45191297,0.7326489,3.171893398038407,4.136628185429951,0.42337596,0.44674248,3.5280879935805336,5.197814049231532,0.47973147,1.3541253,3.5446815642967957,3.218249919616804,0.42337596,1.2366616,4.68419819830508,4.909840019221275,63.37721,0.27927652
485,frame_485,2.1507086767744084,0.83957046,0.27799538,9.098755531766574,2.452059976506681,0.29656467,0.11182339,3.112757069300875,2.111253891632958,0.5029936,0.3332745,2.218643082213696,2.947310893075204,0.45217016,0.38178962,3.5905783601053805,4.452298082236958,0.4236169,0.75058365,3.6321397165930587,2.0858507044606736,0.22834131,0.4012552,4.1464429079010365,3.440611578891782,0.22834131,0.3780133,3.5390773154475226,5.786789653157542,0.64916724,0.5213181,2.2157342559296063,3.938348438547693,0.43232942,0.29278734,3.488062918531266,1.6306501102530266,0.4236169,0.48590478,2.682809378044579,3.654767708117725,0.7167078,0.4854379,1.919021038136861,2.381752579119124,0.4236169,0.44074896,3.6566760044586104,3.086733059879334,0.45217016,0.7571913,3.1632291132768544,4.078529677646798,0.4236169,0.49413368,3.497287223708113,5.153207548278785,0.48000443,1.356824,3.5274531523909682,3.2501926406290957,0.4236169,1.2574078,4.711201509269983,4.912715686787577,63.413277,0.27768886
486,frame_486,2.136585426773528,0.8394878,0.30317837,9.030422246323127,2.4571654477591407,0.2965355,0.1177583,3.091370785290179,2.163821895237373,0.5029442,0.25135562,2.208632982459569,2.948955664099038,0.45212567,0.37874934,3.543780695961487,4.480024204965751,0.42357522,0.74736476,3.754077957592382,1.9586945384054044,0.22831887,0.35524118,4.208247346726789,3.4446397026506195,0.22831887,0.35482252,3.5276917924315243,5.733786472616457,0.6491034,0.50557613,2.2594112340583763,3.922733539808156,0.43228686,0.2868704,3.5727158183988403,1.6307939057857572,0.42357522,0.45397702,2.685392281259617,3.58747718210332,0.71663725,0.5129631,1.8701344733738836,2.3857859884262878,0.42357522,0.3642209,3.624951540492751,3.057566987238194,0.45212567,0.7342658,3.1884238585062223,4.080991622463088,0.42357522,0.50650674,3.4807820627901114,5.185900626791616,0.47995722,1.3104327,3.560919036377375,3.2634361560924336,0.42357522,1.270846,4.669692734960951,4.90343347182061,63.407036,0.2852955
487,frame_487,2.1301191701690976,0.83917487,0.28809705,9.060660898339663,2.452988701635168,0.29642498,0.1110868,3.0509882722479165,2.1534188927757785,0.50275666,0.2824343,2.219499878389822,2.9586646272433663,0.4519571,0.39285338,3.6060293675043145,4.509363168210522,0.42341733,0.75329274,3.748517740446424,2.004253395962334,0.22823375,0.29850438,4.217338294560725,3.479213281399588,0.22823375,0.38503724,3.5362381587597147,5.767973118714103,0.6488614,0.5066398,2.235362919567843,3.953002891431973,0.43212572,0.26839298,3.492395732695048,1.6308875473952689,0.42341733,0.47898534,2.7056738504844944,3.585733409150477,0.71637017,0.5498349,1.8699298613758906,2.337848204034265,0.42341733,0.34765187,3.6299004732998688,3.1004039195878685,0.4519571,0.6381564,3.194157991637426,4.09339666297719,0.42341733,0.44053772,3.482226381373514,5.126780509469612,0.47977832,1.3085312,3.532209904218356,3.2784734236229243,0.42341733,1.3167382,4.692180014888628,4.906660113007151,63.383404,0.27541214
